Num,Header,Shortcut,Subgenus,Genus,Genus2
1989,"EU371562.1 SARS coronavirus BJ182-4, complete genome",SARS-CoV,Sarbecovirus,SARS,Betacoronavirus
1990,"EU371561.1 SARS coronavirus BJ182b, complete genome",SARS-CoV,Sarbecovirus,SARS,Betacoronavirus
1991,"EU371560.1 SARS coronavirus BJ182a, complete genome",SARS-CoV,Sarbecovirus,SARS,Betacoronavirus
1992,"EU371559.1 SARS coronavirus ZJ02, complete genome",SARS-CoV,Sarbecovirus,SARS,Betacoronavirus
1993,"DQ640652.1 SARS coronavirus GDH-BJH01, complete genome",SARS-CoV,Sarbecovirus,SARS,Betacoronavirus
1994,"AY613950.1 SARS coronavirus PC4-227, complete genome",SARS-CoV,Sarbecovirus,SARS,Betacoronavirus
1995,"AY613949.1 SARS coronavirus PC4-136, complete genome",SARS-CoV,Sarbecovirus,SARS,Betacoronavirus
1996,"AY613948.1 SARS coronavirus PC4-13, complete genome",SARS-CoV,Sarbecovirus,SARS,Betacoronavirus
1997,"AY613947.1 SARS coronavirus GZ0402, complete genome",SARS-CoV,Sarbecovirus,SARS,Betacoronavirus
1998,"AY362699.1 SARS coronavirus TWC3, complete genome",SARS-CoV,Sarbecovirus,SARS,Betacoronavirus
1999,"AY351680.1 SARS coronavirus ZMY 1, complete genome",SARS-CoV,Sarbecovirus,SARS,Betacoronavirus
2000,"KY417152.1 Bat SARS-like coronavirus isolate Rs9401, complete genome",SARS-CoV,Sarbecovirus,SARS,Betacoronavirus
2001,"KY417151.1 Bat SARS-like coronavirus isolate Rs7327, complete genome",SARS-CoV,Sarbecovirus,SARS,Betacoronavirus
2002,"KY417150.1 Bat SARS-like coronavirus isolate Rs4874, complete genome",SARS-CoV,Sarbecovirus,SARS,Betacoronavirus
2003,"KY417149.1 Bat SARS-like coronavirus isolate Rs4255, complete genome",SARS-CoV,Sarbecovirus,SARS,Betacoronavirus
2004,"KY417148.1 Bat SARS-like coronavirus isolate Rs4247, complete genome",SARS-CoV,Sarbecovirus,SARS,Betacoronavirus
2005,"KY417147.1 Bat SARS-like coronavirus isolate Rs4237, complete genome",SARS-CoV,Sarbecovirus,SARS,Betacoronavirus
2006,"KY417146.1 Bat SARS-like coronavirus isolate Rs4231, complete genome",SARS-CoV,Sarbecovirus,SARS,Betacoronavirus
2007,"KY417145.1 Bat SARS-like coronavirus isolate Rf4092, complete genome",SARS-CoV,Sarbecovirus,SARS,Betacoronavirus
2008,"KY417144.1 Bat SARS-like coronavirus isolate Rs4084, complete genome",SARS-CoV,Sarbecovirus,SARS,Betacoronavirus
2009,"KY417143.1 Bat SARS-like coronavirus isolate Rs4081, complete genome",SARS-CoV,Sarbecovirus,SARS,Betacoronavirus
2010,"KY417142.1 Bat SARS-like coronavirus isolate As6526, complete genome",SARS-CoV,Sarbecovirus,SARS,Betacoronavirus
2011,"MG772934.1 Bat SARS-like coronavirus isolate bat-SL-CoVZXC21, complete genome",SARS-CoV,Sarbecovirus,SARS,Betacoronavirus
2012,"MG772933.1 Bat SARS-like coronavirus isolate bat-SL-CoVZC45, complete genome",SARS-CoV,Sarbecovirus,SARS,Betacoronavirus
2013,"KC881006.1 Bat SARS-like coronavirus Rs3367, complete genome",SARS-CoV,Sarbecovirus,SARS,Betacoronavirus
2014,"KF367457.1 Bat SARS-like coronavirus WIV1, complete genome",SARS-CoV,Sarbecovirus,SARS,Betacoronavirus
2015,"JX993988.1 Bat coronavirus Cp/Yunnan2011, complete genome",SARS-CoV,Sarbecovirus,SARS,Betacoronavirus
2016,"JX993987.1 Bat coronavirus Rp/Shaanxi2011, complete genome",SARS-CoV,Sarbecovirus,SARS,Betacoronavirus
2017,"KP886809.1 Bat SARS-like coronavirus YNLF_34C, complete genome",SARS-CoV,Sarbecovirus,SARS,Betacoronavirus
2018,"KP886808.1 Bat SARS-like coronavirus YNLF_31C, complete genome",SARS-CoV,Sarbecovirus,SARS,Betacoronavirus
2019,"KU973692.1 UNVERIFIED: Severe acute respiratory syndrome-related coronavirus isolate F46, complete genome",SARS-CoV,Sarbecovirus,SARS,Betacoronavirus
2020,"KY352407.1 Severe acute respiratory syndrome-related coronavirus strain BtKY72, complete genome",SARS-CoV,Sarbecovirus,SARS,Betacoronavirus
2021,"KJ473816.1 BtRs-BetaCoV/YN2013, complete genome",SARS-CoV,Sarbecovirus,SARS,Betacoronavirus
2022,"KJ473815.1 BtRs-BetaCoV/GX2013, complete genome",SARS-CoV,Sarbecovirus,SARS,Betacoronavirus
2023,"KJ473814.1 BtRs-BetaCoV/HuB2013, complete genome",SARS-CoV,Sarbecovirus,SARS,Betacoronavirus
2024,"KJ473813.1 BtRf-BetaCoV/SX2013, complete genome",SARS-CoV,Sarbecovirus,SARS,Betacoronavirus
2025,"KJ473812.1 BtRf-BetaCoV/HeB2013, complete genome",SARS-CoV,Sarbecovirus,SARS,Betacoronavirus
2026,"KJ473811.1 BtRf-BetaCoV/JL2012, complete genome",SARS-CoV,Sarbecovirus,SARS,Betacoronavirus
2027,"KF569996.1 Rhinolophus affinis coronavirus isolate LYRa11, complete genome",SARS-CoV,Sarbecovirus,SARS,Betacoronavirus
2028,"DQ648857.1 Bat coronavirus (BtCoV/279/2005), complete genome",SARS-CoV,Sarbecovirus,SARS,Betacoronavirus
2029,"DQ648856.1 Bat coronavirus (BtCoV/273/2005), complete genome",SARS-CoV,Sarbecovirus,SARS,Betacoronavirus
2030,"MZ293755.1 Rousettus bat coronavirus isolate SBB-797, complete genome",bCoV-GCCDC1,Nobecovirus,Betacoronavirus,Betacoronavirus
2031,"MZ293754.1 Rousettus bat coronavirus isolate SBB-788, complete genome",bCoV-GCCDC1,Nobecovirus,Betacoronavirus,Betacoronavirus
2032,"MZ293753.1 Rousettus bat coronavirus isolate SBB-747, complete genome",bCoV-GCCDC1,Nobecovirus,Betacoronavirus,Betacoronavirus
2033,"MZ293752.1 Rousettus bat coronavirus isolate SBB-726, complete genome",bCoV-GCCDC1,Nobecovirus,Betacoronavirus,Betacoronavirus
2034,"MZ293756.1 Rousettus bat coronavirus isolate SBB-943, complete genome",bCoV-GCCDC1,Nobecovirus,Betacoronavirus,Betacoronavirus
2035,"MZ293739.1 Rousettus bat coronavirus isolate PREDICT/GCS-242, complete genome",bCoV-GCCDC1,Nobecovirus,Betacoronavirus,Betacoronavirus
2036,"NC_030886.1 Rousettus bat coronavirus isolate GCCDC1 356, complete genome",bCoV-GCCDC1,Nobecovirus,Betacoronavirus,Betacoronavirus
2037,"MN477915.1 UNVERIFIED: Bat coronavirus HKU10 isolate YN2727 genomic sequence, sequence",bCoV-HKU10,Decacovirus,Alphacoronavirus,Alphacoronavirus
2038,"MN477914.1 UNVERIFIED: Bat coronavirus HKU10 isolate YN2714 genomic sequence, sequence",bCoV-HKU10,Decacovirus,Alphacoronavirus,Alphacoronavirus
2039,"MN477913.1 UNVERIFIED: Bat coronavirus HKU10 isolate LA7496 genomic sequence, sequence",bCoV-HKU10,Decacovirus,Alphacoronavirus,Alphacoronavirus
2040,"MN477912.1 UNVERIFIED: Bat coronavirus HKU10 isolate LA7565 genomic sequence, sequence",bCoV-HKU10,Decacovirus,Alphacoronavirus,Alphacoronavirus
2041,"MN477911.1 UNVERIFIED: Bat coronavirus HKU10 isolate LA7560 genomic sequence, sequence",bCoV-HKU10,Decacovirus,Alphacoronavirus,Alphacoronavirus
2042,"MN477910.1 UNVERIFIED: Bat coronavirus HKU10 isolate LA7557 genomic sequence, sequence",bCoV-HKU10,Decacovirus,Alphacoronavirus,Alphacoronavirus
2043,"MN477909.1 UNVERIFIED: Bat coronavirus HKU10 isolate LA7549 genomic sequence, sequence",bCoV-HKU10,Decacovirus,Alphacoronavirus,Alphacoronavirus
2044,"MN477908.1 UNVERIFIED: Bat coronavirus HKU10 isolate LA7546 genomic sequence, sequence",bCoV-HKU10,Decacovirus,Alphacoronavirus,Alphacoronavirus
2045,"MN477907.1 UNVERIFIED: Bat coronavirus HKU10 isolate HN140937 genomic sequence, sequence",bCoV-HKU10,Decacovirus,Alphacoronavirus,Alphacoronavirus
2046,"MN477906.1 UNVERIFIED: Bat coronavirus HKU10 isolate GD141402 genomic sequence, sequence",bCoV-HKU10,Decacovirus,Alphacoronavirus,Alphacoronavirus
2047,"MN477905.1 UNVERIFIED: Bat coronavirus HKU10 isolate GD141391 genomic sequence, sequence",bCoV-HKU10,Decacovirus,Alphacoronavirus,Alphacoronavirus
2048,"MN477904.1 UNVERIFIED: Bat coronavirus HKU10 isolate GX160935 genomic sequence, sequence",bCoV-HKU10,Decacovirus,Alphacoronavirus,Alphacoronavirus
2049,"MN477903.1 UNVERIFIED: Bat coronavirus HKU10 isolate YN7345 genomic sequence, sequence",bCoV-HKU10,Decacovirus,Alphacoronavirus,Alphacoronavirus
2050,"MN477902.1 UNVERIFIED: Bat coronavirus HKU10 isolate YN4996 genomic sequence, sequence",bCoV-HKU10,Decacovirus,Alphacoronavirus,Alphacoronavirus
2051,"MN477901.1 UNVERIFIED: Bat coronavirus HKU10 isolate YN3740 genomic sequence, sequence",bCoV-HKU10,Decacovirus,Alphacoronavirus,Alphacoronavirus
2052,"MN477900.1 UNVERIFIED: Bat coronavirus HKU10 isolate YN3723 genomic sequence, sequence",bCoV-HKU10,Decacovirus,Alphacoronavirus,Alphacoronavirus
2053,"MN477899.1 UNVERIFIED: Bat coronavirus HKU10 isolate YN887 genomic sequence, sequence",bCoV-HKU10,Decacovirus,Alphacoronavirus,Alphacoronavirus
2054,"NC_018871.1 Rousettus bat coronavirus HKU10, complete genome",bCoV-HKU10,Decacovirus,Alphacoronavirus,Alphacoronavirus
2055,"JQ989273.1 Hipposideros bat coronavirus HKU10 isolate TLC1347A, complete genome",bCoV-HKU10,Decacovirus,Alphacoronavirus,Alphacoronavirus
2056,"JQ989272.1 Hipposideros bat coronavirus HKU10 isolate TLC1343A, complete genome",bCoV-HKU10,Decacovirus,Alphacoronavirus,Alphacoronavirus
2057,"JQ989271.1 Rousettus bat coronavirus HKU10 isolate 175A, complete genome",bCoV-HKU10,Decacovirus,Alphacoronavirus,Alphacoronavirus
2058,"JQ989269.1 Hipposideros bat coronavirus HKU10 isolate LSH5A, complete genome",bCoV-HKU10,Decacovirus,Alphacoronavirus,Alphacoronavirus
2059,"JQ989268.1 Hipposideros bat coronavirus HKU10 isolate TLC1310A, complete genome",bCoV-HKU10,Decacovirus,Alphacoronavirus,Alphacoronavirus
2060,"JQ989267.1 Hipposideros bat coronavirus HKU10 isolate SL12A, complete genome",bCoV-HKU10,Decacovirus,Alphacoronavirus,Alphacoronavirus
2061,"JQ989266.1 Hipposideros bat coronavirus HKU10 isolate TT3A, complete genome",bCoV-HKU10,Decacovirus,Alphacoronavirus,Alphacoronavirus
2062,"MN611523.1 Hipposideros pomona bat coronavirus HKU10-related isolate 160942, complete genome",bCoV-HKU10,Decacovirus,Alphacoronavirus,Alphacoronavirus
2063,"NC_009988.1 Rhinolophus bat coronavirus HKU2, complete genome",bCoV-HKU2,Rhinacovirus,Alphacoronavirus,Alphacoronavirus
2064,"MF370205.1 Rhinolophus bat coronavirus HKU2 isolate Swine enteric alphacoronavirus CH/GD-01/2017/P2, complete genome",bCoV-HKU2,Rhinacovirus,Alphacoronavirus,Alphacoronavirus
2065,"EF203065.1 Bat coronavirus HKU2 strain HKU2/HK/46/2006, complete genome",bCoV-HKU2,Rhinacovirus,Alphacoronavirus,Alphacoronavirus
2066,"MW727454.1 Porcine enteric alphacoronavirus isolate GDZQ-2018, complete genome",bCoV-HKU2,Rhinacovirus,Alphacoronavirus,Alphacoronavirus
2067,"MH697599.1 UNVERIFIED_ASMBLY: Porcine enteric alphacoronavirus isolate PEAV_GDS04_P12, complete genome",bCoV-HKU2,Rhinacovirus,Alphacoronavirus,Alphacoronavirus
2068,"MH539766.1 Porcine enteric alphacoronavirus isolate CHN-GD-2017, complete genome",bCoV-HKU2,Rhinacovirus,Alphacoronavirus,Alphacoronavirus
2069,"MG742313.1 Porcine enteric alphacoronavirus strain PEAV-GD-CH/2017, complete genome",bCoV-HKU2,Rhinacovirus,Alphacoronavirus,Alphacoronavirus
2070,"NC_009019.1 Tylonycteris bat coronavirus HKU4, complete genome",bCoV-HKU4,Merbecovirus,Betacoronavirus,Betacoronavirus
2071,"MW218395.1 Tylonycteris bat coronavirus HKU4 isolate SM3A, complete genome",bCoV-HKU4,Merbecovirus,Betacoronavirus,Betacoronavirus
2072,"MH002339.1 Tylonycteris bat coronavirus HKU4 isolate SZ140324, complete genome",bCoV-HKU4,Merbecovirus,Betacoronavirus,Betacoronavirus
2073,"MH002338.1 Tylonycteris bat coronavirus HKU4 isolate CZ07, complete genome",bCoV-HKU4,Merbecovirus,Betacoronavirus,Betacoronavirus
2074,"KJ473822.1 BtTp-BetaCoV/GX2012, complete genome",bCoV-HKU4,Merbecovirus,Betacoronavirus,Betacoronavirus
2075,"DQ648794.1 Bat coronavirus (BtCoV/133/2005), complete genome",bCoV-HKU4,Merbecovirus,Betacoronavirus,Betacoronavirus
2076,"EF065508.1 Bat coronavirus HKU4-4, complete genome",bCoV-HKU4,Merbecovirus,Betacoronavirus,Betacoronavirus
2077,"EF065507.1 Bat coronavirus HKU4-3, complete genome",bCoV-HKU4,Merbecovirus,Betacoronavirus,Betacoronavirus
2078,"EF065506.1 Bat coronavirus HKU4-2, complete genome",bCoV-HKU4,Merbecovirus,Betacoronavirus,Betacoronavirus
2079,"MH002342.1 Pipistrellus bat coronavirus HKU5 isolate YD13403, complete genome",bCoV-HKU5,Merbecovirus,Betacoronavirus,Betacoronavirus
2080,"MH002341.1 Pipistrellus bat coronavirus HKU5 isolate BY140562, complete genome",bCoV-HKU5,Merbecovirus,Betacoronavirus,Betacoronavirus
2081,"MH002340.1 Pipistrellus bat coronavirus HKU5 isolate BY140535, complete genome",bCoV-HKU5,Merbecovirus,Betacoronavirus,Betacoronavirus
2082,"KJ473820.1 BtPa-BetaCoV/GD2013, complete genome",bCoV-HKU5,Merbecovirus,Betacoronavirus,Betacoronavirus
2083,"EF065512.1 Bat coronavirus HKU5-5, complete genome",bCoV-HKU5,Merbecovirus,Betacoronavirus,Betacoronavirus
2084,"EF065511.1 Bat coronavirus HKU5-3, complete genome",bCoV-HKU5,Merbecovirus,Betacoronavirus,Betacoronavirus
2085,"EF065510.1 Bat coronavirus HKU5-2, complete genome",bCoV-HKU5,Merbecovirus,Betacoronavirus,Betacoronavirus
2086,"NC_010438.1 Miniopterus bat coronavirus HKU8, complete genome",bCoV-HKU8,Minunacovirus,Alphacoronavirus,Alphacoronavirus
2087,"KJ473800.1 BtMf-AlphaCoV/HeN2013, complete genome",bCoV-HKU8,Minunacovirus,Alphacoronavirus,Alphacoronavirus
2088,"KJ473799.1 BtMf-AlphaCoV/FJ2012, complete genome",bCoV-HKU8,Minunacovirus,Alphacoronavirus,Alphacoronavirus
2089,"KJ473798.1 BtMf-AlphaCoV/HuB2013, complete genome",bCoV-HKU8,Minunacovirus,Alphacoronavirus,Alphacoronavirus
2090,"KJ473797.1 BtMf-AlphaCoV/GD2012, complete genome",bCoV-HKU8,Minunacovirus,Alphacoronavirus,Alphacoronavirus
2091,"MG762674.1 Rousettus bat coronavirus HKU9 isolate Rousettus spp/Jinghong/2009, complete genome",bCoV-HKU9,Nobecovirus,Betacoronavirus,Betacoronavirus
2092,"HM211101.1 Bat coronavirus HKU9-10-2, complete genome",bCoV-HKU9,Nobecovirus,Betacoronavirus,Betacoronavirus
2093,"HM211100.1 Bat coronavirus HKU9-10-1, complete genome",bCoV-HKU9,Nobecovirus,Betacoronavirus,Betacoronavirus
2094,"HM211099.1 Bat coronavirus HKU9-5-2, complete genome",bCoV-HKU9,Nobecovirus,Betacoronavirus,Betacoronavirus
2095,"HM211098.1 Bat coronavirus HKU9-5-1, complete genome",bCoV-HKU9,Nobecovirus,Betacoronavirus,Betacoronavirus
2096,"EF065515.1 Bat coronavirus HKU9-3, complete genome",bCoV-HKU9,Nobecovirus,Betacoronavirus,Betacoronavirus
2097,"EF065514.1 Bat coronavirus HKU9-2, complete genome",bCoV-HKU9,Nobecovirus,Betacoronavirus,Betacoronavirus
2098,"MT797634.1 Human coronavirus 229E isolate HK20-42, complete genome",hCoV-229E,Duvinacovirus,Alphacoronavirus,Alphacoronavirus
2099,"KY996417.1 Human coronavirus 229E strain 229E/UF-1/2016, complete genome",hCoV-229E,Duvinacovirus,Alphacoronavirus,Alphacoronavirus
2100,"JX503061.1 Human coronavirus 229E isolate J0304, complete genome",hCoV-229E,Duvinacovirus,Alphacoronavirus,Alphacoronavirus
2101,"ON791801.1 Human coronavirus 229E strain LC22, complete genome",hCoV-229E,Duvinacovirus,Alphacoronavirus,Alphacoronavirus
2102,"KY621348.1 Human coronavirus 229E strain HCoV_229E/Seattle/USA/SC379/2016, complete genome",hCoV-229E,Duvinacovirus,Alphacoronavirus,Alphacoronavirus
2103,"KY369909.2 Human coronavirus 229E strain HCoV_229E/Seattle/USA/SC677/2016, complete genome",hCoV-229E,Duvinacovirus,Alphacoronavirus,Alphacoronavirus
2104,"KY369914.1 Human coronavirus 229E strain HCoV_229E/Seattle/USA/SC9773/2016, complete genome",hCoV-229E,Duvinacovirus,Alphacoronavirus,Alphacoronavirus
2105,"KY369912.1 Human coronavirus 229E strain HCoV_229E/Seattle/USA/SC9731/2016, complete genome",hCoV-229E,Duvinacovirus,Alphacoronavirus,Alphacoronavirus
2106,"KY983587.1 Human coronavirus 229E strain HCoV_229E/Seattle/USA/SC3112/2015, complete genome",hCoV-229E,Duvinacovirus,Alphacoronavirus,Alphacoronavirus
2107,"KY967357.1 Human coronavirus 229E strain HCoV_229E/Seattle/USA/SC2872/2015, complete genome",hCoV-229E,Duvinacovirus,Alphacoronavirus,Alphacoronavirus
2108,"KY684760.1 Human coronavirus 229E strain HCoV_229E/Seattle/USA/SC2282/2017, complete genome",hCoV-229E,Duvinacovirus,Alphacoronavirus,Alphacoronavirus
2109,"OK662398.1 Human coronavirus 229E strain TKU-2021B, complete genome",hCoV-229E,Duvinacovirus,Alphacoronavirus,Alphacoronavirus
2110,"LC654446.1 Human coronavirus 229E Fukushima_H832_2020 RNA, complete genome",hCoV-229E,Duvinacovirus,Alphacoronavirus,Alphacoronavirus
2111,"LC654445.1 Human coronavirus 229E Fukushima_H829_2020 RNA, complete genome",hCoV-229E,Duvinacovirus,Alphacoronavirus,Alphacoronavirus
2112,"AB691766.2 Human coronavirus 229E Sendai-H/1948/04 RNA, complete genome",hCoV-229E,Duvinacovirus,Alphacoronavirus,Alphacoronavirus
2113,"AB691764.2 Human coronavirus 229E Sendai-H/1121/04 RNA, complete genome",hCoV-229E,Duvinacovirus,Alphacoronavirus,Alphacoronavirus
2114,"MW202340.1 MAG: Human coronavirus 229E isolate 229E_S220, complete genome",hCoV-229E,Duvinacovirus,Alphacoronavirus,Alphacoronavirus
2115,"NC_002645.1 Human coronavirus 229E, complete genome",hCoV-229E,Duvinacovirus,Alphacoronavirus,Alphacoronavirus
2116,"KY674919.1 Human coronavirus 229E strain N08-434B, complete genome",hCoV-229E,Duvinacovirus,Alphacoronavirus,Alphacoronavirus
2117,"MW532107.1 Human coronavirus 229E strain 229E/China/02/2009, complete genome",hCoV-229E,Duvinacovirus,Alphacoronavirus,Alphacoronavirus
2118,"MW532106.1 Human coronavirus 229E strain 229E/China/01/2009, complete genome",hCoV-229E,Duvinacovirus,Alphacoronavirus,Alphacoronavirus
2119,"MW532105.1 Human coronavirus 229E strain 229E/China/05/2017, complete genome",hCoV-229E,Duvinacovirus,Alphacoronavirus,Alphacoronavirus
2120,"MW532104.1 Human coronavirus 229E strain 229E/China/04/2017, complete genome",hCoV-229E,Duvinacovirus,Alphacoronavirus,Alphacoronavirus
2121,"MN369046.1 Human coronavirus 229E strain HCoV_229E/Seattle/USA/SC9724/2018, complete genome",hCoV-229E,Duvinacovirus,Alphacoronavirus,Alphacoronavirus
2122,"MN306046.1 Human coronavirus 229E strain HCoV_229E/Seattle/USA/SC0865/2019, complete genome",hCoV-229E,Duvinacovirus,Alphacoronavirus,Alphacoronavirus
2123,"KY369913.1 Human coronavirus 229E strain HCoV_229E/Seattle/USA/SC1073/2016, complete genome",hCoV-229E,Duvinacovirus,Alphacoronavirus,Alphacoronavirus
2124,"KY369911.1 Human coronavirus 229E strain HCoV_229E/Seattle/USA/SC1212/2016, complete genome",hCoV-229E,Duvinacovirus,Alphacoronavirus,Alphacoronavirus
2125,"KY369910.1 Human coronavirus 229E strain HCoV_229E/Seattle/USA/SC1143/2016, complete genome",hCoV-229E,Duvinacovirus,Alphacoronavirus,Alphacoronavirus
2126,"KY369908.1 Human coronavirus 229E strain HCoV_229E/Seattle/USA/SC579/2016, complete genome",hCoV-229E,Duvinacovirus,Alphacoronavirus,Alphacoronavirus
2127,"MF542265.1 Human coronavirus 229E strain 229E/Haiti-1/2016, complete genome",hCoV-229E,Duvinacovirus,Alphacoronavirus,Alphacoronavirus
2128,"KU291448.1 Human coronavirus 229E isolate HCoV-229E/BN1/GER/2015, complete genome",hCoV-229E,Duvinacovirus,Alphacoronavirus,Alphacoronavirus
2129,"KF514433.1 Human coronavirus 229E strain 229E/human/USA/933-40/1993, complete genome",hCoV-229E,Duvinacovirus,Alphacoronavirus,Alphacoronavirus
2130,"KF514432.1 Human coronavirus 229E strain 229E/human/USA/932-72/1993, complete genome",hCoV-229E,Duvinacovirus,Alphacoronavirus,Alphacoronavirus
2131,"KF514430.1 Human coronavirus 229E strain 229E/human/USA/933-50/1993, complete genome",hCoV-229E,Duvinacovirus,Alphacoronavirus,Alphacoronavirus
2132,"JQ410000.1 Alpaca respiratory coronavirus isolate CA08-1/2008, complete genome",hCoV-229E,Duvinacovirus,Alphacoronavirus,Alphacoronavirus
2133,"KY073748.1 229E-related bat coronavirus strain BtKY229E-8, complete genome",hCoV-229E,Duvinacovirus,Alphacoronavirus,Alphacoronavirus
2134,"KY073747.1 229E-related bat coronavirus strain BtKY229E-1, complete genome",hCoV-229E,Duvinacovirus,Alphacoronavirus,Alphacoronavirus
2135,"KT253328.1 Camel alphacoronavirus Camel229E isolate Camel229E-CoV/JC50_HUH7/KSA/2014, complete genome",hCoV-229E,Duvinacovirus,Alphacoronavirus,Alphacoronavirus
2136,"KT253327.1 Camel alphacoronavirus Camel229E isolate Camel229E-CoV/AC04/KSA/2014, complete genome",hCoV-229E,Duvinacovirus,Alphacoronavirus,Alphacoronavirus
2137,"KT253326.1 Camel alphacoronavirus Camel229E isolate Camel229E-CoV/JC52/KSA/2014, complete genome",hCoV-229E,Duvinacovirus,Alphacoronavirus,Alphacoronavirus
2138,"KT253325.1 Camel alphacoronavirus Camel229E isolate Camel229E-CoV/JC49/KSA/2014, complete genome",hCoV-229E,Duvinacovirus,Alphacoronavirus,Alphacoronavirus
2139,"KT253324.1 Camel alphacoronavirus Camel229E isolate Camel229E-CoV/JC50/KSA/2014, complete genome",hCoV-229E,Duvinacovirus,Alphacoronavirus,Alphacoronavirus
2140,"KT368916.1 Camel alphacoronavirus isolate camel/Taif/T193/2015, complete genome",hCoV-229E,Duvinacovirus,Alphacoronavirus,Alphacoronavirus
2141,"KT368915.1 Camel alphacoronavirus isolate camel/Taif/T157(a)/2015, complete genome",hCoV-229E,Duvinacovirus,Alphacoronavirus,Alphacoronavirus
2142,"KT368914.1 Camel alphacoronavirus isolate camel/Taif/T96/2015, complete genome",hCoV-229E,Duvinacovirus,Alphacoronavirus,Alphacoronavirus
2143,"KT368913.1 Camel alphacoronavirus isolate camel/Taif/T91(a)/2015, complete genome",hCoV-229E,Duvinacovirus,Alphacoronavirus,Alphacoronavirus
2144,"KT368912.1 Camel alphacoronavirus isolate camel/Jeddah/Jd28/2015, complete genome",hCoV-229E,Duvinacovirus,Alphacoronavirus,Alphacoronavirus
2145,"KT368911.1 Camel alphacoronavirus isolate camel/Jeddah/Jd8/2015, complete genome",hCoV-229E,Duvinacovirus,Alphacoronavirus,Alphacoronavirus
2146,"KT368910.1 Camel alphacoronavirus isolate camel/Jeddah/Jd6(a)/2015, complete genome",hCoV-229E,Duvinacovirus,Alphacoronavirus,Alphacoronavirus
2147,"KT368909.1 Camel alphacoronavirus isolate camel/Jeddah/Jd1(a)/2015, complete genome",hCoV-229E,Duvinacovirus,Alphacoronavirus,Alphacoronavirus
2148,"KT368906.1 Camel alphacoronavirus isolate camel/Jeddah/D50(a)/2014, complete genome",hCoV-229E,Duvinacovirus,Alphacoronavirus,Alphacoronavirus
2149,"KT368905.1 Camel alphacoronavirus isolate camel/Jeddah/D46(a)/2014, complete genome",hCoV-229E,Duvinacovirus,Alphacoronavirus,Alphacoronavirus
2150,"KT368904.1 Camel alphacoronavirus isolate camel/Jeddah/D43(a)/2014, complete genome",hCoV-229E,Duvinacovirus,Alphacoronavirus,Alphacoronavirus
2151,"KT368903.1 Camel alphacoronavirus isolate camel/Jeddah/D38(a)/2014, complete genome",hCoV-229E,Duvinacovirus,Alphacoronavirus,Alphacoronavirus
2152,"KT368902.1 Camel alphacoronavirus isolate camel/Jeddah/D33(a)/2014, complete genome",hCoV-229E,Duvinacovirus,Alphacoronavirus,Alphacoronavirus
2153,"KT368899.1 Camel alphacoronavirus isolate camel/Jeddah/N60/2014, complete genome",hCoV-229E,Duvinacovirus,Alphacoronavirus,Alphacoronavirus
2154,"KT368898.1 Camel alphacoronavirus isolate camel/Jeddah/N38/2014, complete genome",hCoV-229E,Duvinacovirus,Alphacoronavirus,Alphacoronavirus
2155,"KT368897.1 Camel alphacoronavirus isolate camel/Jeddah/O100/2014, complete genome",hCoV-229E,Duvinacovirus,Alphacoronavirus,Alphacoronavirus
2156,"KT368896.1 Camel alphacoronavirus isolate camel/Jeddah/O47(a)/2014, complete genome",hCoV-229E,Duvinacovirus,Alphacoronavirus,Alphacoronavirus
2157,"KT368895.1 Camel alphacoronavirus isolate camel/Jeddah/O23(a)/2014, complete genome",hCoV-229E,Duvinacovirus,Alphacoronavirus,Alphacoronavirus
2158,"KT368893.1 Camel alphacoronavirus isolate camel/Jeddah/Jd55/2014, complete genome",hCoV-229E,Duvinacovirus,Alphacoronavirus,Alphacoronavirus
2159,"KT368892.1 Camel alphacoronavirus isolate camel/Jeddah/Jd29/2014, complete genome",hCoV-229E,Duvinacovirus,Alphacoronavirus,Alphacoronavirus
2160,"ON128616.1 Human coronavirus HKU1 isolate GZFE18186, complete genome",hCoV-HKU1,Embecovirus,Betacoronavirus,Betacoronavirus
2161,"ON128615.1 Human coronavirus HKU1 isolate GZFE18183, complete genome",hCoV-HKU1,Embecovirus,Betacoronavirus,Betacoronavirus
2162,"ON128614.1 Human coronavirus HKU1 isolate GZFE18147, complete genome",hCoV-HKU1,Embecovirus,Betacoronavirus,Betacoronavirus
2163,"ON128613.1 Human coronavirus HKU1 isolate GZFE18139, complete genome",hCoV-HKU1,Embecovirus,Betacoronavirus,Betacoronavirus
2164,"ON128612.1 Human coronavirus HKU1 isolate WZ17244, complete genome",hCoV-HKU1,Embecovirus,Betacoronavirus,Betacoronavirus
2165,"ON128611.1 Human coronavirus HKU1 isolate WZ17198, complete genome",hCoV-HKU1,Embecovirus,Betacoronavirus,Betacoronavirus
2166,"ON128610.1 Human coronavirus HKU1 isolate GY18102, complete genome",hCoV-HKU1,Embecovirus,Betacoronavirus,Betacoronavirus
2167,"ON128609.1 Human coronavirus HKU1 isolate BCH18024, complete genome",hCoV-HKU1,Embecovirus,Betacoronavirus,Betacoronavirus
2168,"MH940245.1 Human coronavirus HKU1 isolate SI17244, complete genome",hCoV-HKU1,Embecovirus,Betacoronavirus,Betacoronavirus
2169,"HM034837.1 Human coronavirus HKU1 isolate Caen1, complete genome",hCoV-HKU1,Embecovirus,Betacoronavirus,Betacoronavirus
